Acquisitions ID,Child,Parent,Year Acquired,Deal Date,Price,Status,Terms,Acquisition Profile,News,News Link,Location,City,symbol,Industry
eBay acquired MicroPlace in 2007,MicroPlace,eBay,2007,1/04/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/2005b9c457c392682624097426424bce,eBay Getting into Micro-Finance through Purchase of MicroPlace,http://www.ecommercebytes.com/cab/abn/y07/m03/i30/s00,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Milo in 2010,Milo,eBay,2010,2/12/2010,"$75,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9d9880a02d4eec7e40cb6d5bfc7c7ec1,Confirmed: Ebay Acquires Milo For $75 Million. Investors Make A Killing. | TechCrunch,http://techcrunch.com/2010/12/02/confirmed-ebay-acquires-milo-for-75-million-investors-make-a-killing/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired MissionFish in 2011,MissionFish,eBay,2011,2/05/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bc65c8bf7e39532b8309597caf2e00d0,eBay Acquires Nonprofit Fundraising Tool MissionFish | TechCrunch,http://techcrunch.com/2011/05/02/ebay-acquires-nonprofit-fundraising-tool-missionfish/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Opusforum.org in 2005,Opusforum.org,eBay,2005,30/06/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b606a82a50a1a87c4abf30a566e81261,eBay's Kijiji Acquires German Classifieds Web Site opusforum,http://www.businesswire.com/portal/site/google/?ndmViewId=news_view&newsId=20050630005091&newsLang=en,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired PayPal in 2002,PayPal,eBay,2002,8/07/2002,"$1,500,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/fbb1fd0af30e78c8035d91d79f8c02cf,eBay picks up PayPal for $1.5 billion - CNET News,http://news.cnet.com/2100-1017-941964.html,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired PhiSix Fashion Labs in 2014,PhiSix Fashion Labs,eBay,2014,20/02/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8b508c156633ad818599d517d70780a4,Ebay acquires PhiSix so you can try on garments in a virtual dressing room before buying online - Pocket-lint,http://www.pocket-lint.com/news/127418-ebay-acquires-phisix-so-you-can-try-on-garments-in-a-virtual-dressing-room-before-buying-online?utm_source=twitterfeed&utm_medium=twitter,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Positronic in 2009,Positronic,eBay,2009,8/01/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e48ac5a2a1b14f585cbb49dfee6e3cc0,eBay acquired Positronic,http://ebayinkblog.com/2009/01/08/ebay-acquires-positronic-inc/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired RedLaser in 2010,RedLaser,eBay,2010,23/06/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4975cede038296ccff88687263055bfb,eBay Acquires RedLaser To Integrate Barcode-Scanning Into iPhone Apps | TechCrunch,http://techcrunch.com/2010/06/23/ebay-acquires-barcode-scanning-iphone-app-redlaser/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Rent.com in 2004,Rent.com,eBay,2004,1/12/2004,"$415,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/02926314f914800b7e1f6220f7f999f2,eBay Grabs Rent.com for $415M - InternetNews.,http://www.internetnews.com/ec-news/article.php/3449421,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Shopping.com in 2005,Shopping.com,eBay,2005,2/06/2005,"$620,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/1db8a362c34a64dd567d583107a64b5b,eBay acquired Shopping.com,http://archive.thestandard.com/internetnews/003081.php,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Shutl in 2013,Shutl,eBay,2013,22/10/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/69e77ac175ee3b61d52b396c14644a59,eBay Acquires UK Startup Shutl To Change The Ecommerce Game With One Hour Delivery | TechCrunch,http://techcrunch.com/2013/10/22/ebay-acquires-uk-startup-shutl-to-change-the-ecommerce-game-with-one-hour-delivery/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Skype in 2005,Skype,eBay,2005,12/09/2005,"$2,600,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e31c2aa8ad5da28c9ea1a80637c532d1,EBay Buys Skype for $2.6 Billion | PCWorld,http://www.pcworld.com/article/122516/article.html,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired StubHub in 2007,StubHub,eBay,2007,10/01/2007,"$310,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bf1d3633c5d88d2e76ae95f4ea7b485a,It's Official – eBay is Buying StubHub For $310 million | TechCrunch,http://techcrunch.com/2007/01/10/its-official-ebay-is-buying-stubhub-for-310-million/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired StumbleUpon in 2007,StumbleUpon,eBay,2007,30/05/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/cb651814429eac8bff539051c9081dd6,eBay Acquires StumbleUpon - eBay Inc.,http://investor.ebay.com/releasedetail.cfm?ReleaseID=246467,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Svpply in 2012,Svpply,eBay,2012,6/09/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/791765eb7321f051c59af192f144779d,eBay Acquires Style-Focused Social Curated Shopping Site Svpply | TechCrunch,http://techcrunch.com/2012/09/06/ebay-acquires-style-focused-social-curated-shopping-site-svpply/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired The Gifts Project in 2011,The Gifts Project,eBay,2011,7/09/2011,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/621321eab4f3313be02d7bc1c41ea8d3,eBay Bets on Social Commerce With Acquisition of the Gifts Project,http://allthingsd.com/20110908/ebay-bets-on-social-commerce-with-acquisition-of-the-gifts-project/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Tradera in 2006,Tradera,eBay,2006,1/04/2006,"$48,300,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/a316cec1fd2ac951b481c8abfa56cc29,eBay acquired Tradera,http://www.thealarmclock.com/euro/archives/2006/04/ebay_buy_swedens_traderacom_gi.html,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired ViA-Online in 2007,ViA-Online,eBay,2007,4/10/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8e8ff1d96455a5ceb3bc09fca4503e68,eBay acquired ViA-Online,http://news.ebay.com/releasedetail.cfm?ReleaseID=267296,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Vuvox in 2008,Vuvox,eBay,2008,2/05/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/069db50924db7a3659d58d04a79146d5,,,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Where in 2011,Where,eBay,2011,1/04/2011,"$135,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ef22b8d71d06cc6f740127316c3422fd,Retail Giant Ebay Acquires Where for $135 Million | BostInno,http://bostinno.streetwise.co/2011/04/20/retail-giant-ebay-acquires-where-for-135-million/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
eBay acquired Zong in 2011,Zong,eBay,2011,7/07/2011,"$240,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/2c2a3c822dd928df1c6e864350efa411,eBay Buys Zong For $240 Million In Cash To Boost PayPal's Mobile Payments Technology | TechCrunch,http://techcrunch.com/2011/07/07/ebay-acquires-mobile-payments-company-zong-for-240-million-in-cash/,USA,Unknown,EBAY,Consumer Discretionary (Retail)
General Motors acquired EDS in 1984,EDS,General Motors,1984,27/06/1984,"$2,600,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b8316cdc862cbf4d269e9365f3a14dcd,Hewlett-Packard Buying EDS Once GM Owned - AutoObserver,http://www.edmunds.com/autoobserver-archive/2008/05/hewlett-packard-buying-eds-once-gm-owned.html,USA,Unknown,GM,Consumer Goods
HP acquired 3Com in 2009,3Com,HP,2009,11/11/2009,"$2,700,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/ac823f39da2471c2531327d5c796b437,HP Acquires 3Com For $2.7 Billion | TechCrunch,http://techcrunch.com/2009/11/11/hp-acquires-3com-for-2-7-billion/,USA,Unknown,HPQ,Technology
HP acquired 3PAR in 2010,3PAR,HP,2010,2/09/2010,"$2,400,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/da22e6bdd40f66fb9e7675effb4a2075,Done Deal: HP Gets 3PAR For $2.35 Billion In Cash | TechCrunch,http://techcrunch.com/2010/09/02/done-deal-hp-gets-3par-for-2-35-billion-in-cash/,USA,Unknown,HPQ,Technology
HP acquired ABB CADE in 1991,ABB CADE,HP,1991,31/12/1991,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/839ebdf32658ad2af51ddcd2de4912f4,Hewlett-Packard acquired ABB CADE,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_ABB_CADE_Intl_GmbH_ABB_CADE_AG_from_ABB_Corp-227950040,USA,Unknown,HPQ,Technology
HP acquired Apollo Computer in 1989,Apollo Computer,HP,1989,13/04/1989,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/285570eaab7393f21bb4ee78a3e2c9e1,"COMPANY NEWS, Apollo Computer Sale To Hewlett-Packard",http://www.nytimes.com/1989/04/13/business/company-news-apollo-computer-sale-to-hewlett-packard.html,USA,Unknown,HPQ,Technology
HP acquired AppIQ in 2005,AppIQ,HP,2005,19/09/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/acfaaa84e3be4aaf60d8efce28e3fd58,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html,USA,Unknown,HPQ,Technology
HP acquired Applied Optoelectronic Tech in 1991,Applied Optoelectronic Tech,HP,1991,28/01/1991,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6c8c40b956ea7f3e1eb57c03afd4656c,Hewlett-Packard acquired Applied Optoelectronic Tech,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_Applied_Optoelectronic_Tech-183783020,USA,Unknown,HPQ,Technology
HP acquired ArcSight in 2010,ArcSight,HP,2010,13/09/2010,"$1,500,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/67f7a166a255c18f299fdcdfbd4e1d87,Hewlett-Packard acquired ArcSight,http://online.wsj.com/news/articles/SB10001424052748703897204575488013169090950,USA,Unknown,HPQ,Technology
HP acquired Arteis in 2007,Arteis,HP,2007,24/04/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e298da0e2e232140071dba7a77ed1801,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html,USA,Unknown,HPQ,Technology
HP acquired Artivision Technologies in 2001,Artivision Technologies,HP,2001,6/09/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/59d7448b3569124efb74d2ac75bf445e,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html,USA,Unknown,HPQ,Technology
HP acquired Atos Origin Middle East group in 2007,Atos Origin Middle East group,HP,2007,22/10/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6f3c5aeaea45119ed0c19cb86989967b,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html,USA,Unknown,HPQ,Technology
HP acquired Autonomy Corporation in 2011,Autonomy Corporation,HP,2011,18/08/2011,"$10,200,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/3afec296fe560c5ca3ab3774482ccbc9,HP To Buy Enterprise Software Autonomy For $10.2 Billion In Cash | TechCrunch,http://techcrunch.com/2011/08/18/hp-to-buy-enterprise-software-autonomy-for-10-billion/,USA,Unknown,HPQ,Technology
HP acquired Avantek in 1991,Avantek,HP,1991,8/08/1991,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1d0ceea865019a3530ac1d3016a46fe5,Hewlett-Packard to Buy Avantek for $82.8 Million,http://articles.latimes.com/1991-08-08/business/fi-486_1_hewlett-packard,USA,Unknown,HPQ,Technology
HP acquired Bitfone Corporation in 2006,Bitfone Corporation,HP,2006,20/12/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/30498e5521d50988f0baca79f38d7684,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html,USA,Unknown,HPQ,Technology
HP acquired Bluestone Software in 2001,Bluestone Software,HP,2001,18/01/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/97c2f9eceead94bba5bea2d04af1d18b,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html,USA,Unknown,HPQ,Technology
HP acquired Bristol Technology in 2007,Bristol Technology,HP,2007,5/02/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d15786a82dec53f77d2bd9ca06033f26,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html,USA,Unknown,HPQ,Technology
HP acquired BT & D Technologies in 1993,BT & D Technologies,HP,1993,20/09/1993,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/63b9d11be4cec9dd19f701d84aa5e341,Hewlett-Packard acquired BT & D Technologies,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_BT_D_Technologies_Dupont_BT_from_BT_Group_PLC-333945040,USA,Unknown,HPQ,Technology
HP acquired CaLan in 1995,CaLan,HP,1995,15/06/1995,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/216d44ffe61b6f1ae30ce360cc5dff0d,Hewlett-Packard acquired CaLan,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_CaLan_Inc-409676020,USA,Unknown,HPQ,Technology
HP acquired CEC Europe Service Management in 2004,CEC Europe Service Management,HP,2004,13/05/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/897dd7c841d52f2b742eabee5c871f05,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html,USA,Unknown,HPQ,Technology
HP acquired CGNZ in 2005,CGNZ,HP,2005,7/09/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/77217dec3852bb0d7c4e67777ed66b86,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html,USA,Unknown,HPQ,Technology
HP acquired Colorado Memory Systems in 1994,Colorado Memory Systems,HP,1994,2/11/1994,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/05311080f86ceaf7b9238c1eb807abb1,Hewlett-Packard acquired Colorado Memory Systems,http://findarticles.com/p/articles/mi_m0EIN/is_1994_Nov_2/ai_15880389/,USA,Unknown,HPQ,Technology
HP acquired Colubris Networks in 2008,Colubris Networks,HP,2008,11/08/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/177d3b5040c487be8a1af8889dac11b6,HP News - HP to Acquire Colubris Networks to Expand HP ProCurve’s Wireless Technology Offerings,http://www8.hp.com/us/en/hp-news/press-release.html?id=171012,USA,Unknown,HPQ,Technology
HP acquired Compaq in 2001,Compaq,HP,2001,4/09/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ee67a7c2f5867b4571a20c2f60b90df9,Hewlett-Packard in Deal to Buy Compaq for $25 Billion in Stock,http://www.nytimes.com/2001/09/04/business/hewlett-packard-in-deal-to-buy-compaq-for-25-billion-in-stock.html,USA,Unknown,HPQ,Technology
HP acquired Consera Software in 2004,Consera Software,HP,2004,16/02/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f35f1204ee772310c2d2326818afe336,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html,USA,Unknown,HPQ,Technology
HP acquired Convex Computer in 1995,Convex Computer,HP,1995,21/09/1995,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a73d2271f8ab6a7ccfca19fe4155da7f,Hewlett-Packard acquired Convex Computer,http://findarticles.com/p/articles/mi_m0EIN/is_1995_Sept_21/ai_17453733/,USA,Unknown,HPQ,Technology
HP acquired Dazel in 1999,Dazel,HP,1999,7/06/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/194b15a0f135d8de72a894473c68da7c,HP completes Dazel buy - Silicon Valley Business Journal,http://www.bizjournals.com/sanjose/stories/1999/06/07/daily1.html,USA,Unknown,HPQ,Technology
HP acquired Division in 1996,Division,HP,1996,20/06/1996,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/25ffa4147e011b4870365ccc30d16a38,Hewlett-Packard acquired Division,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_Division_Inc-567852020,USA,Unknown,HPQ,Technology
HP acquired EDS in 2008,EDS,HP,2008,13/05/2008,"$13,900,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1562f377c667cc715b93384886d535cd,HP News - HP to Acquire EDS for $13.9 Billion,http://www8.hp.com/us/en/hp-news/press-release.html?id=169924,USA,Unknown,HPQ,Technology
HP acquired EEsof in 1993,EEsof,HP,1993,13/09/1993,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7e260d639322b13714792d2b0156fd9e,Hewlett-Packard acquired EEsof,http://findarticles.com/p/articles/mi_m3457/is_n36_v11/ai_14396893/,USA,Unknown,HPQ,Technology
HP acquired ElseWare in 1995,ElseWare,HP,1995,21/12/1995,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/647959c586a4e95007d1f70dec3311b0,Hewlett-Packard acquired ElseWare,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_ElseWare_Corp-525795020,USA,Unknown,HPQ,Technology
HP acquired Eon Systems in 1989,Eon Systems,HP,1989,13/01/1989,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a5bfa443d91c878c19e1c178895f12e3,Hewlett-Packard acquired Eon Systems,http://nl.newsbank.com/nl-search/we/Archives?p_product=NewsLibrary&p_multi=CSGB&d_place=CSGB&p_theme=newslibrary2&p_action=search&p_maxdocs=200&p_topdoc=1&p_text_direct-0=0F34BC75CCFBC62C&p_field_direct-0=document_id&p_perpage=10&p_sort=YMD_date:D&s_track,USA,Unknown,HPQ,Technology
HP acquired Eucalyptus Systems in 2014,Eucalyptus Systems,HP,2014,12/09/2014,"$11,000,000,000",Complete,Undisclosed,http://www.crunchbase.com/acquisition/80c7f747592676632664030f59e4b245,HP Tests the M&A Waters With Acquisition of Cloud Startup Eucalyptus,http://recode.net/2014/09/11/hp-tests-the-ma-waters-with-acquisition-of-cloud-startup-eucalyptus/,USA,Unknown,HPQ,Technology
HP acquired ExcellerateHRO in 2009,ExcellerateHRO,HP,2009,19/06/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/dcc9ece6411474f500a8e583283a97ea,Hewlett-Packard acquired ExcellerateHRO,http://www.workforce.com/section/00/article/26/49/64.php,USA,Unknown,HPQ,Technology
HP acquired Exstream Software in 2008,Exstream Software,HP,2008,22/01/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/34996f7f5b6f26464b1411cf607b3719,HP Press Release: HP Targets High-growth Document Automation Market with Acquisition of Exstream Software,http://www.hp.com/hpinfo/newsroom/press/2008/080122xa.html,USA,Unknown,HPQ,Technology
