symbol,name
OIA,Invesco Municipal Income Opportunities Trust Common Stock
OIS,"Oil States International, Inc. Common Stock"
DDS,"Dillard's, Inc. Common Stock"
IRTC,"iRhythm Technologies, Inc. Common Stock"
PAM,Pampa Energia S.A.
RGTI,"Rigetti Computing, Inc. Common Stock"
CNOBP,"ConnectOne Bancorp, Inc."
IX,Orix Corp Ads Common Stock
EBR,Centrais Electricas Brasileiras S A
MNTK,"Montauk Renewables, Inc. Common Stock"
RKT,"Rocket Companies, Inc. Class A Common Stock"
HE,"Hawaiian Electric Industries, Inc. Common Stock"
DLR^J,"Digital Realty Trust, Inc."
ETWO,"E2open Parent Holdings, Inc. Class A Common Stock"
BFS^D,"Saul Centers, Inc."
ADNT,Adient plc Ordinary Shares.
BSTZ,BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest
MGY,Magnolia Oil & Gas Corporation Class A Common Stock
OGI,Organigram Holdings Inc. Common Shares
EML,Eastern Company (The) Common Stock
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares)
ANGI,Angi Inc. Class A Common Stock
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest
WPM,Wheaton Precious Metals Corp Common Shares (Canada)
PYCR,"Paycor HCM, Inc. Common Stock"
NEM,Newmont Corporation
MLNK,"MeridianLink, Inc."
HURN,Huron Consulting Group Inc. Common Stock
EC,Ecopetrol S.A. American Depositary Shares
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units
PBFS,"Pioneer Bancorp, Inc. Common Stock"
MS^L,Morgan Stanley
MPAA,"Motorcar Parts of America, Inc. Common Stock"
PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V."
RS,"Reliance, Inc. Common Stock"
PHI,PLDT Inc. Sponsored ADR
ITRG,Integra Resources Corp. Common Shares
XTKG,"X3 Holdings Co., Ltd. Ordinary Shares"
ASG,"Liberty All-Star Growth Fund, Inc."
HAE,Haemonetics Corporation Common Stock
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest
ACAD,ACADIA Pharmaceuticals Inc. Common Stock
SELF,"Global Self Storage, Inc. Common Stock"
QLGN,"Qualigen Therapeutics, Inc. Common Stock"
MBI,MBIA Inc. Common Stock
FANG,"Diamondback Energy, Inc. Common Stock"
BIGZ,BlackRock Innovation and Growth Term Trust Common Shares of Beneficial Interest
SYRE,"Spyre Therapeutics, Inc. Common Stock"
QLYS,"Qualys, Inc."
MCS,Marcus Corporation (The) Common Stock
HAYW,"Hayward Holdings, Inc. Common Stock"
USFD,US Foods Holding Corp. Common Stock
WATT,Energous Corporation Common Stock
BWBBP,"Bridgewater Bancshares, Inc. Depositary Shares, Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series A"
SKYW,"SkyWest, Inc. Common Stock"
CSPI,CSP Inc. Common Stock
BIIB,Biogen Inc. Common Stock
TARA,"Protara Therapeutics, Inc. Common Stock"
WD,"Walker & Dunlop, Inc Common Stock"
URI,"United Rentals, Inc. Common Stock"
PHAT,"Phathom Pharmaceuticals, Inc. Common Stock"
PCOR,"Procore Technologies, Inc."
FLR,Fluor Corporation Common Stock
GIII,"G-III Apparel Group, LTD."
LFLY,"Leafly Holdings, Inc. Common Stock"
GRVY,"GRAVITY Co., Ltd. American Depository Shares"
JCE,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest
LYG,Lloyds Banking Group Plc American Depositary Shares
YETI,"YETI Holdings, Inc. Common Stock"
MCN,Madison Covered Call & Equity Strategy Fund Common Stock
ITOS,"iTeos Therapeutics, Inc."
BTSGU,"BrightSpring Health Services, Inc."
MQY,"Blackrock MuniYield Quality Fund, Inc. Common Stock"
RGP,"Resources Connection, Inc. Common Stock"
RCKY,"Rocky Brands, Inc. Common Stock"
BCAB,"BioAtla, Inc. Common Stock"
AOMR,"Angel Oak Mortgage REIT, Inc. Common Stock"
CBT,Cabot Corporation Common Stock
URG,Ur Energy Inc
OPP^B,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. 4.75% Series B Cumulative Preferred Stock."
SAVA,"Cassava Sciences, Inc. Common Stock"
CNXN,"PC Connection, Inc. Common Stock"
CLMB,"Climb Global Solutions, Inc."
RILYN,"B. Riley Financial, Inc."
LQDT,"Liquidity Services, Inc. Common Stock"
OB,Outbrain Inc. Common Stock
LAKE,"Lakeland Industries, Inc. Common Stock"
WFC^Z,Wells Fargo & Company Depository Shares
AXON,"Axon Enterprise, Inc. Common Stock"
STXS,"Stereotaxis, Inc. Common Stock"
DTC,"Solo Brands, Inc. Class A Common Stock"
WORX,SCWorx Corp
INTS,"Intensity Therapeutics, Inc."
BFK,BlackRock Municipal Income Trust
TPX,"Tempur Sealy International, Inc."
CVE,Cenovus Energy Inc Common Stock
IMMR,Immersion Corporation Common Stock
DRD,DRDGOLD Limited American Depositary Shares
TECK,Teck Resources Ltd Ordinary Shares
FBYD,"Falcon's Beyond Global, Inc. Class A Common Stock"
BOLT,"Bolt Biotherapeutics, Inc. Common Stock"
SFB,Stifel Financial Corporation
YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares)
GALT,Galectin Therapeutics Inc. Common Stock
BELFA,Bel Fuse Inc. Class A Common Stock
GGAL,Grupo Financiero Galicia S.A. American Depositary Shares
BODI,"The Beachbody Company, Inc."
HAL,Halliburton Company Common Stock
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest
GLSI,Greenwich Life Sciences Inc Common Stock
WFC^C,Wells Fargo & Company
KWR,Quaker Houghton Common Stock
CHW,Calamos Global Dynamic Income Fund Common Stock
MHF,"Western Asset Municipal High Income Fund, Inc. Common Stock"
PSA^Q,Public Storage Depository SREs
CNNE,"Cannae Holdings, Inc."
BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest
BLEU,bleuacacia ltd Class A Ordinary Shares
TCMD,"Tactile Systems Technology, Inc. Common Stock"
CTOS,"Custom Truck One Source, Inc. Common Stock"
RUMBW,Rumble Inc. Warrant
TORO,Toro Corp.
OABIW,"OmniAb, Inc. Warrant"
NVFY,"Nova Lifestyle, Inc. Common Stock"
CLW,Clearwater Paper Corporation Common Stock
ALL^H,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series H becomes
Allstate Corporation (The)"
CMU,MFS Municipal Income Trust Common Stock
BW^A,"Babcock & Wilcox Enterprises, Inc."
RIO,Rio Tinto Plc Common Stock
SOFI,"SoFi Technologies, Inc."
RIOT,"Riot Platforms, Inc. Common Stock"
WHF,"WhiteHorse Finance, Inc. Common Stock"
MRCC,Monroe Capital Corporation Common Stock
COF^N,Capital One Financial Corporation
GM,General Motors Company Common Stock
EIM,"Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value"
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock
FORM,"FormFactor, Inc. FormFactor, Inc. Common Stock"
NYMT,"New York Mortgage Trust, Inc. Common Stock"
RGT,"Royce Global Trust, Inc. Common Stock"
CFR^B,"Cullen/Frost Bankers, Inc."
DPRO,Draganfly Inc. Common Shares
MEGI,NYSE NYLI CBRE Global Infrastructure Megatrends Term Fund Common Shares.
MGIC,Magic Software Enterprises Ltd. Ordinary Shares
ECOR,"electroCore, Inc. Common Stock"
PMO,Putnam Municipal Opportunities Trust Common Stock
MAV,"Pioneer Municipal High Income Advantage Fund, Inc."
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest
PDT,John Hancock Premium Dividend Fund
OXY,Occidental Petroleum Corporation Common Stock
IAC,IAC Inc. Common Stock
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest
ALGN,"Align Technology, Inc. Common Stock"
KLTR,"Kaltura, Inc. Common Stock"
WFC^A,Wells Fargo & Company
OZKAP,Bank OZK 4.625% Series A Non-Cumulative Perpetual Preferred Stock
BHV,BlackRock Virginia Municipal Bond Trust
AMGN,Amgen Inc. Common Stock
PAHC,Phibro Animal Health Corporation Class A Common Stock
USB^R,"U.S. Bancorp Depositary Shares, Each Representing a 1/1,000th Interest in a Share of Series M Non-Cumulative Perpetual Preferred Stock"
TTD,"The Trade Desk, Inc. Class A Common Stock"
MRCY,Mercury Systems Inc Common Stock
MLI,"Mueller Industries, Inc. Common Stock"
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock
AMTD,"AMTD IDEA Group American Depositary Shares, each representing six (6) Class A Ordinary Shares"
BKNG,Booking Holdings Inc. Common Stock
ASB^F,Associated Banc-Corp
GAINZ,Gladstone Investment Corporation
NWPX,Northwest Pipe Company Common Stock
NNBR,"NN, Inc. Common Stock"
GBX,"Greenbrier Companies, Inc. (The) Common Stock"
XELB,"Xcel Brands, Inc. Common Stock"
GRBK^A,"Green Brick Partners, Inc."
SIRI,SiriusXM Holdings Inc. Common Stock
MYN,"Blackrock MuniYield New York Quality Fund, Inc.Common Stock"
SWK,"Stanley Black & Decker, Inc. Common Stock"
VNT,Vontier Corporation Common Stock
APPF,"AppFolio, Inc. Class A Common Stock"
CARG,"CarGurus, Inc. 
Class A Common Stock"
NX,Quanex Building Products Corporation Common Stock
COLM,Columbia Sportswear Company Common Stock
ERO,Ero Copper Corp. Common Shares
ACXP,"Acurx Pharmaceuticals, Inc."
EQNR,Equinor ASA
IBACR,IB Acquisition Corp. Right
DLX,Deluxe Corporation Common Stock
WFC^D,Wells Fargo & Company
RDW,Redwire Corporation Common Stock
GLAD,Gladstone Capital Corporation Common Stock
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest
FAAS,DigiAsia Corp. Ordinary Shares
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock
IEX,IDEX Corporation Common Stock
CORZ,"Core Scientific, Inc. Common Stock"
HNI,HNI Corporation Common Stock
MYI,"Blackrock MuniYield Quality Fund III, Inc Common Stock"
NBIX,"Neurocrine Biosciences, Inc. Common Stock"
HALO,"Halozyme Therapeutics, Inc. Common Stock"
MIN,MFS Intermediate Income Trust Common Stock
BOXL,Boxlight Corporation Class A Common Stock
NTNX,"Nutanix, Inc. Class A Common Stock"
KARO,Karooo Technologies Inc..
AKO/B,Embotelladora Andina S.A.
USB^A,"US Bancorp Depositary Shares, Each representing a 1/100th interest in a share of Series A Non-Cumulative Perpetual Pfd Stock"
ASTE,"Astec Industries, Inc. Common Stock"
SVRA,Savara Inc. Common Stock
VCNX,"Vaccinex, Inc. Common Stock"
BLE,BlackRock Municipal Income Trust II
OLN,Olin Corporation Common Stock
OPRA,Opera Limited American Depositary Shares
COF^K,Capital One Financial Corporation
FICO,Fair Isaac Corporation Common Stock
CMG,"Chipotle Mexican Grill, Inc."
BAK,Braskem SA ADR
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST
MEOH,Methanex Corporation Common Stock
SU,Suncor Energy  Inc. Common Stock
APOS,"Apollo Global Management, Inc."
MVT,"Blackrock MuniVest Fund II, Inc. Common Stock"
GOOGL,Alphabet Inc. Class A Common Stock
ETV,Eaton Vance Corporation
BEATW,"Heartbeam, Inc. Warrant"
RHP,"Ryman Hospitality Properties, Inc. (REIT)"
MNMD,Mind Medicine (MindMed) Inc
RF^E,Regions Financial Corporation
DB,Deutsche Bank AG Common Stock
BEN,"Franklin Resources, Inc. Common Stock"
MFM,MFS Municipal Income Trust Common Stock
SLG,SL Green Realty Corp Common Stock
WAFDP,"WaFd, Inc. Depositary Shares"
PCRX,"Pacira BioSciences, Inc. Common Stock"
IGD,Voya Global Equity Dividend and Premium Opportunity Fund
KMT,Kennametal Inc. Common Stock
MATX,"Matson, Inc. Common Stock"
PSA^J,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.700% Cumulative Preferred Share of Beneficial Interest, Series J"
ASA,ASA Gold and Precious Metals Limited
MELI,"MercadoLibre, Inc. Common Stock"
CXE,MFS High Income Municipal Trust Common Stock
WB,Weibo Corporation American Depositary Share
TCBIO,"Texas Capital Bancshares, Inc."
SSBI,Summit State Bank Common Stock
NZF,Nuveen Municipal Credit Income Fund
IOVA,"Iovance Biotherapeutics, Inc. Common Stock"
CAL,"Caleres, Inc. Common Stock"
GOOG,Alphabet Inc. Class C Capital Stock
CBRL,"Cracker Barrel Old Country Store, Inc. Common Stock"
JYNT,The Joint Corp. Common Stock
BIO,"Bio-Rad Laboratories, Inc."
DFIN,"Donnelley Financial Solutions, Inc. Common Stock"
MYD,"Blackrock MuniYield Fund, Inc. Common Stock"
KRYS,"Krystal Biotech, Inc. Common Stock"
EFC^D,Ellington Financial Inc.
UAL,"United Airlines Holdings, Inc. Common Stock"
HUM,Humana Inc. Common Stock
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V. American Depositary Shares, each representing ten (10) Ordinary Participation Certificates"
BMEA,"Biomea Fusion, Inc. Common Stock"
GVH,Globavend Holdings Limited Ordinary Shares
SKX,"Skechers U.S.A., Inc. Common Stock"
CORZZ,Core Scientific
NRC,National Research Corporation Common Stock (Delaware)
OCCI,"OFS Credit Company, Inc. Common Stock"
DKS,Dick's Sporting Goods Inc Common Stock
PLAY,"Dave & Buster's Entertainment, Inc. Common Stock"
TBNK,Territorial Bancorp Inc. Common Stock
VIVK,"Vivakor, Inc. Common Stock"
SBC,SBC Medical Group Holdings Incorporated Common Stock
AMWL,American Well Corporation Class A Common Stock
GTLS,"Chart Industries, Inc. Common Stock"
PSA^R,"Public Storage Depositary Shares Each Representing 1/10 of a 4.00% Cumulative Preferred Share of Beneficial Interest, Series R"
CAR,"Avis Budget Group, Inc. Common Stock"
ETI^,"Entergy Texas Inc 5.375% Series A Preferred Stock, Cumulative, No Par Value"
ROCK,"Gibraltar Industries, Inc. Common Stock"
THW,abrdn World Healthcare Fund Shares of Beneficial Interest
PENN,"PENN Entertainment, Inc. Common Stock"
IQI,Invesco Quality Municipal Income Trust Common Stock
DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc. Common Stock"
LOVE,The Lovesac Company Common Stock
CDIO,Cardio Diagnostics Holdings Inc.
LVS,Las Vegas Sands Corp. Common Stock
OFG,OFG Bancorp Common Stock
EOI,Eaton Vance Enhanced Equity Income Fund
EZPW,"EZCORP, Inc."
CPRT,"Copart, Inc. (DE) Common Stock"
HSIC,"Henry Schein, Inc. Common Stock"
TAC,TransAlta Corporation Ordinary Shares
WRLD,World Acceptance Corporation Common Stock
PSA^L,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.625% Cumulative Preferred Share of Beneficial Interest, Series L"
ALRM,"Alarm.com Holdings, Inc. Common Stock"
DHY,Credit Suisse High Yield Bond Fund Common Stock
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest
BRKR,Bruker Corporation Common Stock
CRM,"Salesforce, Inc. Common Stock"
RUN,Sunrun Inc. Common Stock
GATO,"Gatos Silver, Inc. Common Stock"
KBH,KB Home Common Stock
CDE,"Coeur Mining, Inc. Common Stock"
NCNA,NuCana plc American Depositary Share
VECO,Veeco Instruments Inc. Common Stock
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE)
FNF,"FNF Group of Fidelity National Financial, Inc. Common Stock"
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes
TBLA,Taboola.com Ltd. Ordinary Shares
MVF,"Blackrock MuniVest Fund, Inc. Common Stock"
WBUY,WEBUY GLOBAL LTD. Ordinary shares
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock"
RL,Ralph Lauren Corporation Common Stock
CAE,CAE Inc. Ordinary Shares
RETO,"ReTo Eco-Solutions, Inc. Class A Shares"
COF^L,Capital One Financial Corporation
APLE,"Apple Hospitality REIT, Inc. Common Shares"
QNST,"QuinStreet, Inc. Common Stock"
FEDU,"Four Seasons Education (Cayman) Inc. American Depositary Shares, each ADS representing 10 ordinary shares"
GDYN,"Grid Dynamics Holdings, Inc. Class A Common Stock"
QFIN,"Qifu Technology, Inc. American Depositary Shares"
PCT,"PureCycle Technologies, Inc."
DCOMG,"Dime Community Bancshares, Inc. 9.000% Fixed-to-Floating Rate Subordinated Notes due 2034 is actually a subset of a company name. The actual main company name is: 
 Dime Community Bancshares, Inc."
CRT,Cross Timbers Royalty Trust Common Stock
SYF^A,Synchrony Financial
WS,"Worthington Steel, Inc. Common Shares"
PSA^M,"Public Storage Depositary Shares Each Representing 1/10,000 of a 4.125% Cumulative Preferred Share of Beneficial Interest, Series M"
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The) Common Stock"
ZI,ZoomInfo Technologies Inc Common Stock
MUE,"Blackrock MuniHoldings Quality Fund II, Inc. Common Stock"
SBI,Western Asset Intermediate Muni Fund Inc Common Stock
GRDN,"Guardian Pharmacy Services, Inc. Class A Common Stock"
CCRN,"Cross Country Healthcare, Inc. Common Stock $0.0001 Par Value"
IMPP,Imperial Petroleum Inc. Common Shares
MYND,"Mynd.ai, Inc. American Depositary Shares"
SNT,Senstar Technologies Corporation Common Shares
NNVC,"NanoViricides, Inc. Common Stock"
GPUS,"Hyperscale Data, Inc."
INSG,Inseego Corp. Common Stock
CXT,"Crane NXT, Co. Common Stock"
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest
XTIA,"XTI Aerospace, Inc. Common Stock"
SMCI,"Super Micro Computer, Inc. Common Stock"
BLCO,Bausch + Lomb Corporation Common Shares
GEG,"Great Elm Group, Inc."
MYGN,"Myriad Genetics, Inc. Common Stock"
NSC,Norfolk Southern Corporation Common Stock
EQH,"Equitable Holdings, Inc. Common Stock"
ICHR,Ichor Holdings Ordinary Shares
MNTS,Momentus Inc. Class A Common Stock
LITE,Lumentum Holdings Inc. Common Stock
MQT,"Blackrock MuniYield Quality Fund II, Inc. Common Stock"
SF^C,Stifel Financial Corporation
MUC,"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock"
HQL,Abbdn Life Sciences Investors Shares Of Beneficial Interest
SLG^I,SL Green Realty Corporation Preferred Series I
GKOS,Glaukos Corporation Common Stock
CFG^E,"Citizens Financial Group, Inc."
MITT^A,"AG Mortgage Investment Trust, Inc."
MDB,"MongoDB, Inc. Class A Common Stock"
RGLD,"Royal Gold, Inc. Common Stock"
ITIC,Investors Title Company Common Stock
MGF,MFS Government Markets Income Trust Common Stock
VOC,VOC Energy Trust Units of Beneficial Interest
IPW,iPower Inc. Common Stock
PLUR,Pluri Inc. Common Stock
BOH^A,Bank of Hawaii Corporation
KD,"Kyndryl Holdings, Inc. Common Stock"
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock
UHGWW,"United Homes Group, Inc. Warrant"
QXO,"QXO, Inc. Common Stock"
AGI,Alamos Gold Inc. Class A Common Shares
XHR,"Xenia Hotels & Resorts, Inc. Common Stock"
VRN,Veren Inc. Common shares
PCK,Pimco California Municipal Income Fund II Common Shares of Beneficial Interest
REZI,"Resideo Technologies, Inc. Common Stock"
OPY,"Oppenheimer Holdings, Inc. Class A Common Stock (DE)"
PSFE,Paysafe Limited Common Shares
IESC,"IES Holdings, Inc. Common Stock"
ARKO,ARKO Corp. Common Stock
CRF,"Cornerstone Total Return Fund, Inc. (The) Common Stock"
PFH,"Prudential Financial, Inc."
FUN,Six Flags Entertainment Corporation Common Stock New
LNC,Lincoln National Corporation Common Stock
LUCD,Lucid Diagnostics Inc. Common Stock
PL,Planet Labs Inc.
LASR,"nLIGHT, Inc. Common Stock"
VIRT,"Virtu Financial, Inc. Class A Common Stock"
ADEA,Adeia Inc. Common Stock
BLKB,"Blackbaud, Inc. Common Stock"
BLFY,Blue Foundry Bancorp Common Stock
KEYS,Keysight Technologies Inc. Common Stock
TILE,"Interface, Inc. Common Stock"
LMNR,Limoneira Co Common Stock
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock
VKQ,Invesco Municipal Trust Common Stock
FBIZ,"First Business Financial Services, Inc. Common Stock"
CLWT,Euro Tech Holdings Company Limited Common Stock
ZCAR,"Zoomcar Holdings, Inc. Common Stock"
BNY,BlackRock New York Municipal Income Trust
TRAK,"ReposiTrak, Inc. Common Stock"
KRC,Kilroy Realty Corporation Common Stock
COF^J,Capital One Financial Corporation
GNL^A,"Global Net Lease, Inc. 7.25% Series A Cumulative Redeemable Preferred Stock, $0.01 par value per share"
PRH,"Prudential Financial, Inc."
MRC,MRC Global Inc. Common Stock
ROOT,"Root, Inc. Class A Common Stock"
UMC,United Microelectronics Corporation (NEW) Common Stock
MKSI,"MKS Instruments, Inc. Commons Stock"
VFL,abrdn National Municipal Income Fund Common Stock
VBF,Invesco Bond Fund Common Stock
EXE,Expand Energy Corporation Common Stock
FRHC,Freedom Holding Corp. Common Stock
